title,link,published,source,category,text,summary
NBA coaching carousel: What's next for the Grizzlies and Kings jobs?,https://www.espn.com/nba/story/_/id/44481123/nba-coaching-carousel-pros-cons-next-every-open-job,"Tue, 1 Apr 2025 11:55:22 EST",ESPN,Sports,"Open Extended Reactions

With two weeks to go in the NBA's regular season, there are two open head coaching jobs.

On Friday, the Memphis Grizzlies fired longtime coach Taylor Jenkins, almost three months to the day of a similarly abrupt and surprising firing in Sacramento, as the Kings dismissed Mike Brown amid a losing streak in late December.

Will more jobs open over the next several weeks? Last season, seven teams changed coaches, including three -- the Cleveland Cavaliers, Los Angeles Lakers and Phoenix Suns -- that did so after making the playoffs.

Here's our annual look at the NBA's coaching carousel, with the pros and cons of each vacancy and who could fill them:

Memphis Grizzlies

2024-25 record: 44-31 (No. 5 in West)

Previous coach: Taylor Jenkins (fired March 28; assistant Tuomas Iisalo takes over on interim basis)

Lead executive: Zach Kleiman (hired in 2019)

The Grizzlies fired Taylor Jenkins after he built a 250-215 record across six years with the franchise. Wes Hale/Getty Images

Positive: A promising young core

Despite suffering injuries throughout the season, the Grizzlies are still in the top five in the Western Conference standings, and with the league's fifth-best net rating -- trailing only the Oklahoma City Thunder, Cleveland Cavaliers, Boston Celtics and Houston Rockets.

With Ja Morant, Desmond Bane and Jaren Jackson Jr., Memphis' core is entering its prime, which should give the Grizzlies runway to contend for the rest of this decade. Kleiman has shown that he can find talented second-round and undrafted players, giving Memphis a deep and versatile roster behind that star talent.

One NBA executive said this is a team that, if things break right, is reminiscent of the Cleveland Cavaliers last season before Kenny Atkinson came in and the franchise improved this season. That's the kind of boost Kleiman and the Grizzlies believe is possible.

Negatives: Small market, recent instability

Memphis is far from an NBA glamour market, and this team has had a lot of friction and uncertainty over the past year.

The Grizzlies fired virtually Jenkins' entire coaching staff last summer, bringing in -- among others -- Iisalo and Noah LaRoche to fill it out. Then, not only was Jenkins dismissed Friday, but so was LaRoche, who hired several player development coaches.

Now, on to the roster. In addition to numerous injuries, the Grizzlies have had some off-court issues with Morant over the years. The team had mitigated Morant's absence thanks to its impressive depth and, until Friday, Jenkins' work on the sidelines.

Now, on to the roster. In addition to numerous injuries, the Grizzlies have had a series of off-court issues with Morant over the years. The team had mitigated Morant's absence thanks to its other two stars, Jaren Jackson Jr. and Desmond Bane, its impressive depth and, until Friday, Jenkins' work on the sidelines.

Who could get the job?

Although he has only an interim tag, the expectation around the league is that Iisalo will get a long look. The Grizzlies brought him from Europe last offseason and put him on Jenkins' staff, and he will get a chance to show what he can do in the playoffs. If Iisalo is not the choice, it's hard to know Memphis' next step.

2024-25 record: 36-39 (No. 10 in West)

Previous coach: Mike Brown (fired in December; assistant Doug Christie takes over on interim basis)

Lead executive: Monte McNair (hired in 2020)

Positive: Veteran, ready-to-win talent

It's hard to project Sacramento winning a title with its roster. But a coach taking over a team with Domantas Sabonis, DeMar DeRozan, Zach LaVine, Keegan Murray and Malik Monk has a chance to be competitive in each game. That gives the Kings' vacancy a boost, given the typical level of talent at open jobs.

With all of those players under team control for at least a couple of more seasons, there is some runway for them to play together, adding to the appeal for a new coach.

Negatives: Small market, decades of instability

Here's all you need to know about the Kings: Since moving to Sacramento in 1984, two coaches have had at least one full season with a winning record: Rick Adelman, who did it for eight straight seasons from 1999 to 2006, and Mike Brown the past two seasons. Sacramento has made the playoffs in three of the 33 seasons not coached by Adelman, underscoring the difficulty of this job.

The departure of assistant general manager Wes Wilcox, who took the GM job for the Utah Utes earlier this month, also points to potential further destabilization this offseason, and at least the possibility of more changes in the Kings' front office. Another drawback is the club's unwillingness to pay into the luxury tax, something owner Vivek Ranadive has avoided.

Who could get the job?

Christie has long-standing ties to the organization, going back to being a starter on those iconic teams of the early 2000s under Adelman. Christie has done a solid job the past few months since taking over for Brown. Christie will likely get a look to remain as coach, but Ranadive has repeatedly hired big names over the past decade -- including George Karl, Dave Joerger, Luke Walton and Brown -- so there's certainly a chance he pursues a bigger name this summer.","Open Extended Reactions

With two weeks to go in the NBA's regular season, there are two open head coaching jobs.

On Friday, the Memphis Grizzlies fired longtime coach Taylor Jenkins, almost three mo..."
Williams leaves Aggies for Maryland hoops job,https://www.espn.com/mens-college-basketball/story/_/id/44492960/sources-buzz-williams-hired-maryland-men-basketball-coach,"Tue, 1 Apr 2025 14:18:45 EST",ESPN,Sports,"Open Extended Reactions

Texas A&M's Buzz Williams has finalized a six-year deal to become the next coach at Maryland, sources told ESPN.

The move, announced Tuesday by Maryland, brings the veteran head coach from the SEC to the Big Ten and marks one of the highest-profile moves in this coaching carousel.

Williams has reached 11 NCAA tournaments over his 18 years as a head coach -- a run that includes five consecutive NCAA appearances at Marquette, three straight at Virginia Tech and each of the last three years at Texas A&M.

Williams has gone 373-228 as a college head coach, which includes one year at New Orleans in 2006-07. This season, Texas A&M finished 23-11, came in fifth in the rugged SEC and earned a No. 4 seed in the NCAA tournament.

Williams will replace Kevin Willard, who left for Villanova after a protracted and awkward exit from Maryland that included a blunt assessment of the program's deficiencies.

Williams' buyout to leave Texas A&M dropped to $1 million on Tuesday, per his contract. Maryland is set to receive $2 million from Villanova for Willard's departure.

Williams takes over a job with national championship expectations, as Gary Williams won the 2002 national title there. Since arriving in the Big Ten in 2014, the results haven't matched the consistent success that Williams delivered in the ACC. The Terrapins have reached the Sweet 16 just twice since joining the Big Ten, once under Mark Turgeon and under Willard this year.

Buzz Williams is a known program builder and brings familiarity with the general recruiting footprint from his time at Virginia Tech. The strength of the Maryland job lies in leveraging the DMV area, where Williams brings familiarity.

Williams was at Virginia Tech from 2014-19, going 100-69 over five seasons before leaving for Texas A&M. He led the Hokies to three consecutive NCAA tournaments for the first time in school history.

The move marks the fourth power-conference coach to leave one power league for another during this cycle, joining Willard's jump to Villanova, Sean Miller's move from Xavier to Texas and Darian DeVries jump from West Virginia to Indiana.","Open Extended Reactions

Texas A&M's Buzz Williams has finalized a six-year deal to become the next coach at Maryland, sources told ESPN.

The move, announced Tuesday by Maryland, brings the veteran h..."
Niners owner: Exodus partly tied to paying Purdy,https://www.espn.com/nfl/story/_/id/44491268/niners-owner-says-offseason-exodus-tied-brock-purdy-deal,"Tue, 1 Apr 2025 14:18:45 EST",ESPN,Sports,"Open Extended Reactions

PALM BEACH, Fla. -- On the heels of the San Francisco 49ers' free agent exodus, owner Jed York spent part of Tuesday morning explaining the reasoning for the team's offseason approach publicly for the first time.

According to York, the decision to bid farewell to 17 players via free agency, trade or release and not spend much on outside free agents was largely tied to the payday coming soon for quarterback Brock Purdy.

It's why York chuckled and shrugged off the notion that he's been ""cheap"" this offseason after ranking at or near the top of the league in spending over the past five years.

""I've been called worse,"" York said. ""I get it. Fans care. You want to win. And when you're in a world where everybody is watching the NFL the first week of free agency or at least the first few days of free agency, it's a frenzy. ... When you're not overly active in that space, it gets easy to say, 'Oh, you don't want to win.' ... I don't know that, as we looked at the board, that there was somebody that we felt made that type of an impact more so than making the decision to try to go pay Brock.""

As far back as last year's league meeting in Orlando, Florida, York has maintained that he is looking forward to signing off on what will be one of the most significant raises in NFL history.

Despite Purdy's uneven 2024 season in which key members of his supporting cast were injured for much of the season and the quarterback's numbers dipped from the near-MVP-level performance he had in 2023, York remains steadfast in wanting to keep Purdy for the long haul.

As the Niners assessed their roster-building approach for this offseason after dropping to 6-11 and again failing to break through for the franchise's sixth Lombardi Trophy, York said the team solidified the decision to pay Purdy midway through last season.

On Tuesday, York called Purdy a top-10 quarterback in the league, a tacit acknowledgement that a commensurate payday is in the offing.

""I think he is,"" York said. ""I think he's great. Especially when you combine him with [coach] Kyle [Shanahan] and you combine him with what we have, and he's a heck of a quarterback. And we want him to be here for a long, long time.""

Once that decision was cemented, the 49ers forged ahead with the knowledge that the offseason would likely bring far more departures than arrivals. In the opening days of free agency, San Francisco said goodbye to key starters such as linebacker Dre Greenlaw, cornerback Charvarius Ward, safety Talanoa Hufanga and guard Aaron Banks. They also traded wideout Deebo Samuel and running back Jordan Mason and released veteran defensive linemen Leonard Floyd and Maliek Collins.

In many of those cases, the Niners took on accelerated dead money on the salary cap, a number that exceeds $86 million for 2025 but clears the ledger a bit in 2026 and beyond. Such is the price to pay when one of the oldest teams in the league has continued to try to jump through a Super Bowl window before it closes, to no avail, and wants to pay its quarterback.

""It's just a math thing,"" York said. ""When you sit down with your guys and figure out where do you want to go, what do you want to build, when you make the decision that you want to pay a quarterback that has obviously been underpaid for his first three seasons in the NFL. When you make that change, you have to make sacrifices somewhere. It's a decision that we made collectively, and we're hoping that we make somebody the highest-paid player in the history of our franchise.""

The 49ers' more prudent approach to spending this offseason has coincided with other storylines surrounding the team and the York family when it comes to adding to its sports portfolio and a potential cash infusion via the sale of a chunk of the team.

49ers Enterprises already owns the Leeds United soccer team, and it's been reported that an agreement to buy Rangers FC in Glasgow, Scotland, is also in the offing. That has left some fans wondering whether the Niners are tightening their financial belts with an eye toward preserving funds for that deal. Nothing is done on that front just yet, according to York.

""We haven't done anything there,"" York said. ""Leeds is obviously under the umbrella, but those are completely separate from the 49ers. Where we can tie brands together and sort of take our best practices of operating and things like that, [we do,] but in terms of financials, they don't overlap at all.""

Similar questions about a need for an influx of cash have also been posed in the midst of reports that the Niners are looking to sell a 10% minority stake to a private equity firm or other qualified investors.

York said his family gets approached ""probably on a weekly basis"" by parties interested in buying a piece of the 97% of the team his family controls. But he called any potential deal there a ""family asset allocation decision"" based on the wants and needs of various family members.

""It's just one of those things where if there's an opportunity that makes sense, we would always explore that, but I'm not sure what we're going to end up doing,"" York said. ""And if we do, we would try to find the right people who would help bolster everything that we're doing in and around the team, on the field, off the field and just make sure that we had good partners that are with us.""

In the meantime, a deal for Purdy remains the focus for York and the Niners. While general manager John Lynch expressed optimism Monday that a Purdy deal could be done soon despite the team's penchant for dragging such things out in recent years, York declined to put a timeline on it happening.

""I don't negotiate contracts, but any conversations that I've had with Brock have been great,"" York said. ""I feel good. When he's ready, we'll sit down and finish it. It shouldn't be that hard to do.""","Open Extended Reactions

PALM BEACH, Fla. -- On the heels of the San Francisco 49ers' free agent exodus, owner Jed York spent part of Tuesday morning explaining the reasoning for the team's offseason ..."
Tush push ban vote tabled; 16 NFL teams in favor,https://www.espn.com/nfl/story/_/id/44490292/sources-tush-push-ban-vote-tabled-nfl-owners,"Tue, 1 Apr 2025 14:18:45 EST",ESPN,Sports,"Ryan Clark and Shannon Sharpe react to the decision by NFL owners to table the vote on banning the tush push. (2:45)

Open Extended Reactions

PALM BEACH, Fla. -- NFL owners plan to continue discussions about the Philadelphia Eagles' short-yardage tush push play after tabling a proposal Tuesday to ban it, league officials said.

The Green Bay Packers authored the proposal, which earned the support of 16 NFL teams, two sources told ESPN's Kalyn Kahler. NFL bylaws require a minimum of 24 votes to approve a change. The topic is likely to be revisited when owners gather for their spring meeting May 20-21 in Eagan, Minnesota.

The deliberations occupied owners, general managers and coaches for much of this week's annual league meeting, mostly because it seemed to target the Super Bowl LII champions for a legal play that has been largely unstoppable over the past three seasons. The Packers' proposal was written specifically for the play, unlike most rule proposals, by prohibiting an offensive player from immediately pushing a teammate who is lined up directly behind the snapper and receives the snap.

While there were some subjective concerns about the safety risk of the tush push, the NFL's health and safety department had no data that suggested a single injury had occurred as a result of the Eagles or any other team using it. The Buffalo Bills were the only other team that used it regularly last season, and they combined with the Eagles to call 65 of the 101 tush push runs in 2024.

But committee chairman Rich McKay said last week, and reiterated Tuesday, that the league generally frowns on rule changes that target only one or two teams. The NFL prohibited players to push ball carriers for much of its history before changing its rules to allow it in 2005, citing the difficulty of officiating it. During Tuesday's meeting, McKay said, the Packers offered to change the focus on potentially reinstating the historic rule.

The distinction, sources told ESPN, is that it would also ban players from pushing ball carriers downfield and thus eliminate the focus on the Eagles' play.

""A lot of teams had a lot of views,"" McKay said. ""I think No. 1, I'm going to go back to what I said the other day, which is you'd never like any discussion in any room to be projected towards a team or two. It's never something we've ever liked doing.

""So, I think the idea [Tuesday] was, as opposed to voting on this particular proposal today, Green Bay asked, 'Could we go back and talk about reintroducing the 2004 language, study it, understand it and talk about it again when we get to May.'""

Although there was no injury data to support a ban, NFL chief medical officer Dr. Allen Sills did tell owners this week that the mechanics of the play could lead to injuries, sources told ESPN. Another source told ESPN that some owners warned their colleagues that a serious injury was just a matter of time.

The play has been enormously successful for the Eagles, who have scored 27 touchdowns and recorded 92 total first downs on it in the past three years. They scored 11 touchdowns on it with 32 first downs during their Super Bowl run in the 2024 season.

Coach Nick Sirianni said the team coaches its tush push play no differently than standard quarterback sneaks.

""I think it's an exciting play,"" Sirriani said Tuesday. ""It was really cool to hear some people talk about it this week and what they think of it, the excitement it brings to the game.""

ESPN Eagles reporter Tim McManus contributed to this story.","Ryan Clark and Shannon Sharpe react to the decision by NFL owners to table the vote on banning the tush push. (2:45)

Open Extended Reactions

PALM BEACH, Fla. -- NFL owners plan to continue discussio..."
'Everyone should be excited' - England legend Edwards appointed women's head coach,https://www.bbc.com/sport/cricket/articles/cwy0lv33nv1o,"Tue, 01 Apr 2025 16:16:20 GMT",BBC Sport,Sports,"England have appointed legendary former captain Charlotte Edwards as their new head coach.

The 45-year-old, England's all-time leading run-scorer, replaces Jon Lewis, who was sacked in March after the 16-0 Ashes hammering in Australia.

Edwards played more than 300 times for England in a 19-year career, including in excess of 200 games as captain.

In a 10-year spell in charge, Edwards won three Ashes series and both the 50-over and 20-over World Cups in 2009.

She was surprisingly sacked in 2016 and replaced by Heather Knight, who then enjoyed her own nine-year reign.

Knight was also sacked in the aftermath of the Ashes debacle but will remain as a player, now under coach Edwards.

""I cannot wait to take this team forward and drive us to success. It means the world to me to have the three lions on my chest once again,"" said Edwards.

""Leading England as captain was my life for 10 years and I will forever be passionate about this team and our legacy. We have such a talented group of players, and I am excited about working with them and improving them both as individuals and as a team.""

England are yet to name a new captain. Vice-captain Nat Sciver-Brunt has previously stated she would be interested in the role, while off-spinner Charlie Dean said she ""wouldn't say no"".

The upheaval at the top of the England team comes as a result of a review into the Ashes, led by director of women's cricket Clare Connor.

Realistically, Edwards was the standout candidate to lead a rebuild, with Connor describing her as a ""proven winner"". Following her stellar playing career, she has enjoyed considerable success as a coach.

Her Southern Vipers have been the strongest team in English domestic cricket and Edwards' Southern Brave won the women's Hundred in 2023.

Overseas, Edwards has led Mumbai Indians to two titles in three seasons at the Women's Premier League in India. In 2022, Edwards' Sydney Sixers were beaten in the final of Australia's Big Bash.

""When we drew up the criteria for the job it became apparent very quickly that Charlotte was the outstanding candidate,"" Connor added.

""She has the experience, passion and expertise to lead this team to success. The results she has achieved as a head coach in multiple environments, since retiring as one of the greatest ever England players, is testament to her relentless drive and the standards she sets for those around her.

""She is a proven winner; she has won repeatedly as a player and now as a coach. She possesses a deep knowledge of the game, both in England and across the world, and she understands the importance of creating an environment that is both challenging and supportive.""

Edwards will lead England in home white-ball series against West Indies and India this summer, building up to the 50-over World Cup in India in October.","England have appointed legendary former captain Charlotte Edwards as their new head coach.

The 45-year-old, England's all-time leading run-scorer, replaces Jon Lewis, who was sacked in March after th..."
Connor turns down GB spot after being asked to pay,https://www.bbc.com/sport/athletics/articles/cly8lrlnxn4o,"Tue, 01 Apr 2025 09:32:15 GMT",BBC Sport,Sports,"""Representing your country is a privilege, and in athletics is earned via a qualifying process, which while not always perfect, gives everyone the same chances to gain selection,"" Connor wrote.

""Coming from a working class background I don't like the potential precedent being set where people, especially junior athletes of the future, don't have the same development or competition opportunities because of finances.

""I wish there was more transparency and honesty regarding the state of our governing bodies finances and about how our sport is being managed for this to be the position.""

In a statement, UK Athletics (UKA) said the fee is likely to be under £500 and that athletes were aware of the cost when expressing an interest in competing.

It added that as more competitions get added to the calendar it is ""impossible"" to fund all teams.

""Upon selection athletes were also advised that the earlier 'maximum contribution amount' of £1,100, was likely to be under £500 and in some cases around the £2-250 mark with a further contribution from their home country athletics organisation,"" the statement read.

""UKA feels it is better to give athletes opportunity to compete than opt not to send teams at all.""

World 1500m silver medallist and now commentator Hannah England says the idea of athletes being priced out of competing is ""really worrying and sad"" but there is just not enough money to go around.

""£20m of UK Sport funding goes to UK Athletics and it then asks athletes to pay to compete. That does not look like a good narrative,"" England told BBC 5 Live Breakfast.

""But that funding is audited and has to go towards producing Olympic medals. This is a new championship so there is no precedent for Olympians coming from that event.

""So it is either ask people to contribute or they don't send a team. And that is really hard for people to stomach.""

The Championships are one of a number of events in which UK Athletics is asking for a contribution, with up to £200 listed for July's European Under-23 Championships in Bergen.

In the policy for that event, UK Athletics says: ""We recognise that the financial commitment associated can present challenges for some athletes. To address this, the UKA Performance Pathway team is committed to working closely with athletes facing financial hardship to explore solutions that enable their involvement.""","""Representing your country is a privilege, and in athletics is earned via a qualifying process, which while not always perfect, gives everyone the same chances to gain selection,"" Connor wrote.

""Comi..."
Tsunoda told to be 'as close to Verstappen as possible',https://www.bbc.com/sport/formula1/articles/c62x5dnvlzdo,"Tue, 01 Apr 2025 12:20:19 GMT",BBC Sport,Sports,"""He has proven himself to have good potential to be a world champion - even though Red Bull seems to be struggling a little now.

""Performance-wise he (Horner) wants me to be as close to Max as possible.

""In some races I can help with the strategy but he also promised me in some situations that if I'm able to be in front of Max that he wouldn't necessarily ask me to swap positions and make Max win.""

Lawson was promoted from Red Bull's second team for the 2025 season but has been sent back to Racing Bulls after struggling in the Australian and Chinese Grands Prix.

Lawson qualified 18th at the season-opening event in Melbourne and crashed out of the race. In China, he qualified last for both the sprint and the main grand prix, finishing 14th and 12th.

Verstappen appeared to disagree with Lawson's demotion by 'liking' an Instagram post, external from former F1 driver Giedo van der Garde that described it as a ""panic move"".

Tsunoda, who had previously been with Red Bull's second team since making his F1 debut in 2021, said he was yet to speak to Verstappen since replacing Lawson.

""I mentioned in the past quite a while ago but he's a bit different from how he behaves in the car and outside of the car,"" said Tsunoda.

""I'm not really worrying about the relationship we're going to have in both sides. I know what I want to do and probably how he drives and how he thinks.""

Looking ahead to his home grand prix on Sunday, Tsunoda said he will be satisfied if he can finish in the top 10.

""Obviously I want to say points or a podium or whatever,"" said Tsunoda.

""But at the same time, realistically, you think about jumping into the new car straight away with limited sessions, that's pretty tough.

""I think what I can say for now is if I can score points - top 10 - I'll be happy.""

The full Tsunoda interview will air on 5 Live Formula 1 on Thursday at 20:00 BST","""He has proven himself to have good potential to be a world champion - even though Red Bull seems to be struggling a little now.

""Performance-wise he (Horner) wants me to be as close to Max as possib..."
'You can't have all the success he's had without a genius of a brain',https://www.bbc.com/sport/football/videos/cr785n4rgzro,"Tue, 01 Apr 2025 05:05:45 GMT",BBC Sport,Sports,"'You can't have all the success he's had without a genius of a brain' Video, 00:01:58'You can't have all the success he's had without a genius of a brain'","'You can't have all the success he's had without a genius of a brain' Video, 00:01:58'You can't have all the success he's had without a genius of a brain'"
Haaland ruled out for up to seven weeks,https://www.bbc.com/sport/football/articles/c0m901gngw4o,"Tue, 01 Apr 2025 11:56:23 GMT",BBC Sport,Sports,"Manchester City striker Erling Haaland will be out for up to seven weeks with the ankle injury he suffered in Sunday's FA Cup quarter-final win at Bournemouth, says manager Pep Guardiola.

The Norwegian was substituted in the 61st minute after scoring the equaliser as City went on to beat the Cherries 2-1 and reach the semi-finals.

A video was posted on social media showing the 24-year-old leaving the Vitality Stadium on crutches and with his left ankle in a protective boot.

""They told me the doctors say between five to seven weeks,"" said Guardiola. ""So hopefully the end of the season and by the Club World Cup he will be ready.

""Sometimes there are years when these kinds of things happen. It happened all season.""

City said on Monday that Haaland would see a specialist about the injury and anticipate he ""will be fit to play a further part in the remainder of this season including this summer's Fifa Club World Cup"".

Haaland missed a penalty and two big chances on Sunday, but he turned in Nico O'Reilly's cross to level the game before Omar Marmoush scored the winner.

The FA Cup is City's only remaining chance of silverware this season following a difficult Premier League campaign and early exits from the Champions League and Carabao Cup.

Manager Guardiola has had to deal with injuries to key players throughout the campaign. His side are fifth in the Premier League, one point behind Chelsea in the race for a Champions League spot.","Manchester City striker Erling Haaland will be out for up to seven weeks with the ankle injury he suffered in Sunday's FA Cup quarter-final win at Bournemouth, says manager Pep Guardiola.

The Norwegi..."
Littler suffers another early exit as Rock seals Players Championship title,https://www.skysports.com/darts/news/12040/13339951/luke-littler-suffers-another-early-exit-as-josh-rock-seals-players-championship-10-title,"Tue, 01 Apr 2025 18:09:00 BST",Sky Sports,Sports,"World Champion Luke Littler endured a below-par day as he suffered another early exit, while Josh Rock secured the Players Championship 10 title on Tuesday.

The Warrington ace could only hit the heights of 97.82 as he went out 6-4 to Scott Williams, who averaged 86, in their quarter-final showdown in Leicester.

Rock, meanwhile, defeated Williams 7-5 in the semi-finals, before beating Cameron Menzies 8-4 in the final for his first PDC title of 2025 and fourth ever Players Championship one.

""It was probably my scoring right throughout the day. I felt like I had important checkouts at the right times. When it comes to three darts for a checkout, I've been hitting the ton-plus checkouts, thankfully,"" Rock said after victory.

Twitter Twitter , which may be using cookies and other technologies. To show you this content, we need your permission to use cookies. You can use the buttons below to amend your preferences to enable Twitter cookies or to allow those cookies just once. You can change your settings at any time via the This content is provided by, which may be using cookies and other technologies. To show you this content, we need your permission to use cookies. You can use the buttons below to amend your preferences to enablecookies or to allow those cookies just once. You can change your settings at any time via the Privacy Options Unfortunately we have been unable to verify if you have consented to Twitter cookies. To view this content you can use the button below to allow Twitter cookies for this session only. Enable Cookies Allow Cookies Once

""It feels absolutely fantastic. I'm racking them up [PDC titles]. It's my fifth on the PDC Tour, but I still want to prove it at the majors.

""There's a lot to tick off the list. Being a seed doesn't mean anything, it's whoever you play in front of you. The game of darts has gone through the roof. I'm not here for money, I'm here to win titles.""

Littler beat Adam Lipscombe and Dimitri Van den Bergh both by a 6-3 scoreline, and then came through against Jim Williams 6-4 and Justin Hood 6-2 before bowing out to Boston star Williams, who averaged 86, in the last eight.

Please use Chrome browser for a more accessible video player Relive the full match from Littler's emphatic victory over Luke Humphries to move eight points clear at the top of the Premier League table

Williams reached the last four of a ProTour tournament for the first time since 2023, but bowed out to a red-hot Josh Rock, who averaged a whopping 110.34 and hit a brilliant 150 checkout in a 6-1 demolition against Martin Schindler before seeing off Williams 7-5.

Cameron Menzies edged out Raymond van Barneveld 6-4 in the quarter-finals, hitting 10 140s, with the Scot then defeating Michael Smith 7-5 to reach Tuesday's final.

Stephen Bunting showed glimpses of his best form ahead of Thursday night's Premier League clash against Nathan Aspinall in Berlin.

'The Bullet' averaged a remarkable 111.72 to beat Mike De Decker for a fifth successive match. He smashed in six out of eight doubles and hit a brilliant 167 on the way to achieving a 6-3 win but then lost in disappointing fashion to 'Bully Boy' 6-1 in the last eight.

Where does the Premier League head next?

The Premier League continues at the Uber Arena, Berlin on Thursday, April 3 as Michael van Gerwen and Gerwyn Price clash in a titanic quarter-final encounter, while Luke Littler takes on Chris Dobey. Watch Night Nine of Premier League Darts, in Berlin, live on Sky Sports Main Event and Sky Sports+ from 6pm - stream with NOW.

Sky Sports will once again be the home of the Premier League in 2025, with every night exclusively live along with the World Matchplay, World Grand Prix, Grand Slam of Darts and more! Stream darts and more top sport with NOW","World Champion Luke Littler endured a below-par day as he suffered another early exit, while Josh Rock secured the Players Championship 10 title on Tuesday.

The Warrington ace could only hit the heig..."
